age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
35;management;married;tertiary;no;2123;yes;no;cellular;20;apr;54;1;273;3;failure;no
44;management;married;secondary;yes;0;yes;no;cellular;11;jul;96;2;-1;0;unknown;no
55;retired;married;secondary;no;4230;no;yes;cellular;17;nov;163;3;-1;0;unknown;no
32;self-employed;married;secondary;no;413;yes;no;cellular;11;jul;712;2;-1;0;unknown;no
47;technician;married;secondary;no;568;yes;no;telephone;14;jul;256;2;-1;0;unknown;no
31;blue-collar;married;primary;no;290;yes;no;cellular;15;may;148;1;291;3;failure;no
54;self-employed;married;tertiary;no;368;no;no;telephone;31;jul;7;4;-1;0;unknown;no
31;blue-collar;married;secondary;no;99;yes;no;cellular;29;jan;653;3;-1;0;unknown;no
54;retired;divorced;tertiary;no;294;yes;no;cellular;29;jan;89;1;-1;0;unknown;no
74;retired;married;tertiary;no;4912;no;no;telephone;20;apr;268;2;181;3;failure;no
37;technician;married;tertiary;no;8730;yes;no;unknown;6;may;149;1;-1;0;unknown;no
47;self-employed;married;secondary;no;318;no;no;cellular;21;nov;83;1;-1;0;unknown;no
36;management;married;tertiary;no;-861;yes;yes;cellular;28;jul;53;2;-1;0;unknown;no
43;self-employed;married;tertiary;no;10072;no;no;cellular;12;may;98;1;77;5;failure;no
34;management;single;tertiary;no;5284;yes;no;cellular;29;jul;198;5;-1;0;unknown;no
30;entrepreneur;married;secondary;no;2551;yes;no;unknown;5;jun;142;2;-1;0;unknown;no
48;management;married;tertiary;no;10347;yes;no;cellular;31;jul;153;6;-1;0;unknown;no
37;admin.;single;secondary;no;1560;yes;no;cellular;21;nov;67;1;163;2;failure;no
45;technician;married;secondary;no;3395;yes;no;cellular;18;nov;92;1;188;1;failure;no
40;blue-collar;married;primary;no;-22;yes;no;unknown;19;may;84;3;-1;0;unknown;no
35;management;married;tertiary;no;272;yes;yes;cellular;11;jul;163;2;-1;0;unknown;no
56;management;married;tertiary;no;73;yes;no;cellular;8;may;122;1;368;2;failure;no
31;self-employed;single;tertiary;no;578;yes;no;cellular;17;apr;664;1;319;4;failure;no
34;technician;married;secondary;no;173;no;no;unknown;4;jul;31;1;-1;0;unknown;no
38;technician;married;secondary;no;63;no;no;cellular;20;aug;320;4;-1;0;unknown;no
29;admin.;married;secondary;no;6429;yes;yes;cellular;14;may;535;1;352;2;failure;no
32;management;married;tertiary;no;1966;no;no;cellular;7;aug;436;4;-1;0;unknown;no
47;admin.;married;secondary;no;1195;no;no;unknown;19;jun;451;1;-1;0;unknown;no
41;management;married;secondary;no;689;yes;no;unknown;29;may;596;1;-1;0;unknown;no
52;services;married;primary;no;2618;yes;no;cellular;21;nov;73;2;-1;0;unknown;no
43;management;divorced;tertiary;no;0;yes;no;cellular;21;jul;111;1;-1;0;unknown;no
60;retired;married;secondary;no;2060;no;no;cellular;26;mar;454;1;88;3;other;no
27;admin.;single;secondary;no;-145;yes;no;telephone;15;may;289;8;-1;0;unknown;no
45;admin.;married;tertiary;no;2552;no;no;cellular;12;aug;149;7;-1;0;unknown;no
27;blue-collar;single;secondary;no;179;yes;no;cellular;18;may;74;2;-1;0;unknown;no
46;technician;divorced;tertiary;no;7318;no;no;unknown;20;jun;11;5;-1;0;unknown;no
25;management;single;tertiary;no;530;no;no;cellular;26;may;88;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;356;yes;yes;unknown;7;may;607;1;-1;0;unknown;no
33;management;single;tertiary;no;1160;yes;yes;cellular;7;jul;139;1;391;2;failure;no
43;entrepreneur;married;secondary;no;1516;yes;no;unknown;14;may;318;1;-1;0;unknown;no
31;management;married;tertiary;no;1224;yes;yes;cellular;20;nov;75;2;119;2;success;no
58;retired;married;primary;no;121;yes;no;unknown;5;may;50;1;-1;0;unknown;no
51;management;married;tertiary;no;-20;no;no;cellular;19;nov;139;3;-1;0;unknown;no
30;management;single;tertiary;no;1637;yes;no;cellular;13;aug;163;3;-1;0;unknown;no
33;management;married;tertiary;no;1674;yes;no;cellular;12;aug;284;7;-1;0;unknown;no
39;entrepreneur;married;tertiary;no;3;no;no;unknown;20;jun;12;14;-1;0;unknown;no
34;management;married;tertiary;no;396;no;yes;cellular;19;aug;166;3;-1;0;unknown;no
69;retired;divorced;secondary;no;1806;no;no;cellular;1;jul;148;2;-1;0;unknown;no
30;blue-collar;single;secondary;no;3950;yes;no;telephone;18;may;152;4;370;3;other;no
53;blue-collar;married;tertiary;no;0;no;no;cellular;22;aug;107;2;-1;0;unknown;no
27;blue-collar;married;primary;no;60;yes;no;unknown;3;jun;550;1;-1;0;unknown;no
42;services;single;secondary;no;-193;yes;no;cellular;13;may;1805;4;-1;0;unknown;no
48;management;married;tertiary;no;269;yes;no;cellular;15;jul;109;2;-1;0;unknown;no
39;unemployed;married;secondary;no;74;yes;no;cellular;28;jul;71;6;-1;0;unknown;no
31;management;single;tertiary;no;30;no;no;cellular;12;aug;348;2;-1;0;unknown;no
49;blue-collar;divorced;secondary;no;1869;no;yes;unknown;11;jun;257;1;-1;0;unknown;no
58;unemployed;single;secondary;no;1013;yes;no;cellular;30;jul;341;5;-1;0;unknown;no
34;unemployed;married;tertiary;no;473;no;no;cellular;28;aug;94;11;-1;0;unknown;no
39;management;married;tertiary;no;-233;yes;no;cellular;19;nov;249;1;-1;0;unknown;no
42;self-employed;married;secondary;no;95;no;no;cellular;19;aug;119;6;-1;0;unknown;no
50;blue-collar;married;secondary;no;-731;yes;no;cellular;15;jul;401;4;-1;0;unknown;no
32;admin.;married;secondary;no;923;yes;no;cellular;17;apr;819;4;-1;0;unknown;no
28;student;single;secondary;no;5916;no;no;cellular;22;may;259;1;63;5;failure;no
27;services;married;secondary;no;-1202;yes;no;unknown;4;jun;749;2;-1;0;unknown;no
30;self-employed;single;tertiary;no;3137;yes;no;cellular;31;jul;368;7;-1;0;unknown;no
51;technician;married;secondary;no;1490;yes;no;cellular;18;jul;227;2;-1;0;unknown;no
29;technician;single;secondary;no;1714;no;yes;telephone;10;jul;45;1;-1;0;unknown;no
33;services;married;secondary;no;0;no;yes;cellular;8;jul;285;1;-1;0;unknown;no
37;blue-collar;single;secondary;no;180;yes;no;cellular;8;may;114;2;-1;0;unknown;no
47;retired;married;tertiary;no;1225;yes;yes;cellular;29;jan;191;3;227;2;failure;no
41;blue-collar;married;secondary;no;475;yes;no;unknown;17;jun;139;3;-1;0;unknown;no
26;admin.;single;tertiary;no;2170;yes;no;cellular;26;may;81;1;29;1;failure;no
29;management;single;tertiary;no;3357;no;no;cellular;21;jul;120;3;-1;0;unknown;no
44;admin.;married;secondary;no;1423;yes;no;unknown;13;may;162;4;-1;0;unknown;no
43;management;married;tertiary;no;0;no;no;cellular;31;jul;107;17;-1;0;unknown;no
29;management;married;tertiary;no;1366;yes;no;unknown;29;may;273;3;-1;0;unknown;no
34;admin.;divorced;secondary;no;627;yes;no;unknown;7;may;283;2;-1;0;unknown;no
30;blue-collar;single;secondary;no;648;yes;yes;unknown;8;may;287;1;-1;0;unknown;no
47;blue-collar;married;primary;no;292;no;yes;telephone;28;jul;210;3;-1;0;unknown;no
27;admin.;married;secondary;no;-247;yes;yes;unknown;4;jun;344;2;-1;0;unknown;no
28;management;married;secondary;no;3;yes;no;cellular;14;sep;112;2;24;2;other;no
35;blue-collar;married;primary;no;623;yes;no;cellular;6;may;97;2;-1;0;unknown;no
29;technician;married;secondary;no;3615;yes;no;cellular;30;jul;93;3;-1;0;unknown;no
36;self-employed;married;secondary;no;1006;yes;no;cellular;21;nov;89;2;-1;0;unknown;no
46;self-employed;married;primary;no;2295;yes;no;unknown;11;jun;138;1;-1;0;unknown;no
44;technician;married;secondary;no;111;yes;yes;cellular;25;jul;356;3;-1;0;unknown;no
28;student;single;secondary;no;970;no;no;telephone;4;aug;297;1;-1;0;unknown;no
32;technician;single;tertiary;no;388;no;no;cellular;2;aug;100;8;95;3;success;no
36;management;single;tertiary;no;391;no;no;unknown;18;jun;443;1;-1;0;unknown;no
30;technician;single;secondary;no;0;yes;no;unknown;6;may;369;1;-1;0;unknown;no
66;unknown;divorced;unknown;no;1993;yes;no;cellular;6;jul;117;4;-1;0;unknown;no
36;technician;married;secondary;no;1038;yes;no;telephone;14;may;42;3;-1;0;unknown;no
32;management;married;tertiary;no;322;no;no;cellular;4;feb;101;1;-1;0;unknown;no
58;blue-collar;married;primary;no;0;yes;no;unknown;29;may;535;2;-1;0;unknown;no
49;self-employed;married;secondary;no;289;yes;no;cellular;2;feb;243;1;-1;0;unknown;no
53;blue-collar;married;secondary;no;2047;no;no;telephone;30;jul;342;6;-1;0;unknown;no
51;technician;married;tertiary;no;1537;no;yes;cellular;14;jul;400;3;-1;0;unknown;no
37;admin.;married;secondary;no;764;yes;no;cellular;16;jul;108;5;-1;0;unknown;no
40;services;divorced;primary;no;4;yes;no;cellular;7;may;171;2;-1;0;unknown;no
41;management;married;secondary;no;280;yes;no;cellular;2;jun;88;1;95;2;success;no
40;admin.;single;unknown;no;419;yes;no;unknown;6;may;112;3;-1;0;unknown;no
46;blue-collar;single;secondary;no;332;no;no;cellular;30;jan;11;4;-1;0;unknown;no
54;blue-collar;married;primary;no;1087;yes;no;unknown;12;jun;77;1;-1;0;unknown;no
51;technician;married;secondary;no;580;yes;no;telephone;2;nov;117;5;-1;0;unknown;no
57;technician;divorced;secondary;no;99;yes;no;cellular;11;may;133;2;370;2;failure;no
52;management;married;tertiary;no;6;no;no;telephone;19;oct;57;1;-1;0;unknown;no
34;admin.;divorced;secondary;no;66;no;no;cellular;3;feb;11;6;-1;0;unknown;no
51;blue-collar;married;primary;no;1203;yes;yes;telephone;13;may;25;4;350;7;failure;no
32;technician;married;tertiary;no;43;no;no;cellular;22;aug;154;5;-1;0;unknown;no
51;services;married;unknown;no;224;yes;no;unknown;29;may;52;3;-1;0;unknown;no
31;admin.;single;secondary;no;78;yes;no;cellular;11;may;360;1;370;1;other;no
54;technician;married;secondary;no;415;yes;no;unknown;19;jun;34;31;-1;0;unknown;no
30;services;married;unknown;no;-51;yes;yes;cellular;18;jul;440;4;-1;0;unknown;no
57;entrepreneur;married;unknown;no;657;no;no;unknown;12;jun;344;1;-1;0;unknown;no
49;admin.;divorced;secondary;no;-73;yes;no;cellular;30;jul;31;22;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;0;yes;no;cellular;9;apr;339;1;-1;0;unknown;no
42;management;divorced;secondary;no;284;no;no;cellular;25;jul;1173;4;-1;0;unknown;no
36;blue-collar;divorced;secondary;no;853;no;no;unknown;20;jun;15;12;-1;0;unknown;no
54;services;married;tertiary;no;0;no;no;cellular;28;aug;282;2;-1;0;unknown;no
27;technician;single;secondary;no;274;yes;no;cellular;16;apr;483;2;-1;0;unknown;no
52;blue-collar;married;primary;no;128;yes;no;unknown;5;may;229;1;-1;0;unknown;no
32;technician;single;secondary;no;35;no;no;cellular;28;aug;199;6;-1;0;unknown;no
42;services;single;secondary;no;3403;yes;no;cellular;30;apr;160;1;-1;0;unknown;no
47;management;married;tertiary;no;5049;no;no;cellular;22;aug;47;7;-1;0;unknown;no
39;management;divorced;tertiary;no;452;yes;no;unknown;12;jun;232;2;-1;0;unknown;no
42;management;married;tertiary;no;3038;no;no;cellular;18;aug;693;7;-1;0;unknown;no
28;housemaid;married;primary;no;5;no;no;cellular;28;jan;30;1;-1;0;unknown;no
39;admin.;married;secondary;no;419;yes;yes;unknown;8;may;35;1;-1;0;unknown;no
42;services;married;secondary;no;508;yes;no;unknown;30;may;70;1;-1;0;unknown;no
31;entrepreneur;single;tertiary;no;38;no;no;cellular;20;nov;185;2;-1;0;unknown;no
39;management;married;tertiary;no;1654;no;yes;cellular;21;nov;151;1;-1;0;unknown;no
37;technician;single;secondary;no;133;yes;no;cellular;24;jul;576;2;-1;0;unknown;no
59;retired;married;tertiary;no;0;no;no;cellular;26;aug;94;2;-1;0;unknown;no
55;unemployed;married;primary;no;1212;no;no;cellular;31;may;178;1;-1;0;unknown;no
36;management;married;tertiary;no;222;yes;no;cellular;6;may;317;1;169;2;failure;no
54;management;married;secondary;no;2895;yes;no;cellular;9;feb;20;2;256;1;failure;no
34;blue-collar;single;secondary;no;19833;yes;no;cellular;30;jan;84;4;252;1;other;no
40;blue-collar;single;secondary;no;0;yes;no;unknown;27;may;59;4;-1;0;unknown;no
32;technician;married;secondary;no;344;yes;no;cellular;9;apr;68;3;140;2;failure;no
31;management;single;tertiary;no;6248;yes;no;unknown;9;may;154;2;-1;0;unknown;no
56;retired;married;tertiary;no;5;no;no;cellular;23;jul;122;3;-1;0;unknown;no
30;services;married;secondary;no;292;yes;yes;cellular;15;apr;651;4;-1;0;unknown;no
42;blue-collar;married;secondary;no;671;yes;no;unknown;20;jun;10;29;-1;0;unknown;no
35;blue-collar;married;secondary;no;274;yes;no;unknown;20;may;190;1;-1;0;unknown;no
54;management;married;tertiary;yes;0;no;yes;cellular;18;nov;283;1;-1;0;unknown;no
29;entrepreneur;single;tertiary;no;402;yes;yes;cellular;29;jul;345;5;-1;0;unknown;no
37;blue-collar;married;secondary;no;0;no;yes;unknown;5;jun;1302;13;-1;0;unknown;no
49;services;married;secondary;no;-22;yes;no;unknown;8;may;70;1;-1;0;unknown;no
59;admin.;single;secondary;no;848;no;no;unknown;5;jun;63;1;-1;0;unknown;no
53;blue-collar;married;unknown;no;960;no;yes;unknown;24;jun;180;1;687;2;other;no
48;technician;married;tertiary;no;443;yes;no;cellular;8;may;235;2;-1;0;unknown;no
31;blue-collar;married;primary;no;54;yes;no;cellular;18;may;239;6;-1;0;unknown;no
34;student;single;primary;no;3004;no;no;unknown;28;may;49;3;-1;0;unknown;no
42;blue-collar;married;unknown;no;732;yes;no;telephone;20;apr;33;1;339;1;failure;no
46;blue-collar;married;primary;no;1429;yes;no;unknown;14;may;91;1;-1;0;unknown;no
40;technician;married;tertiary;no;483;yes;no;unknown;5;may;168;1;-1;0;unknown;no
29;blue-collar;married;secondary;no;416;yes;no;unknown;14;may;1118;2;-1;0;unknown;no
41;blue-collar;married;primary;no;8;yes;no;cellular;15;jul;155;2;-1;0;unknown;no
30;blue-collar;married;secondary;no;322;yes;no;cellular;20;apr;190;2;326;1;other;no
57;management;single;unknown;no;5368;yes;no;cellular;21;nov;585;1;-1;0;unknown;no
32;management;single;tertiary;no;887;yes;no;cellular;24;jul;53;5;-1;0;unknown;no
34;management;married;secondary;no;293;yes;no;unknown;21;may;162;3;-1;0;unknown;no
27;student;single;tertiary;no;32;no;no;cellular;3;feb;239;1;-1;0;unknown;no
33;entrepreneur;married;tertiary;no;-886;yes;yes;cellular;25;aug;103;6;-1;0;unknown;no
33;housemaid;married;secondary;no;8;yes;no;cellular;14;aug;425;4;-1;0;unknown;no
33;technician;married;tertiary;no;67;yes;no;cellular;16;apr;137;2;-1;0;unknown;no
33;technician;married;tertiary;no;525;yes;yes;cellular;30;jan;499;1;247;1;failure;no
58;management;married;tertiary;no;299;no;no;cellular;16;jul;120;4;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;0;yes;no;cellular;17;nov;105;1;-1;0;unknown;no
45;management;divorced;secondary;no;705;no;no;cellular;20;aug;132;4;-1;0;unknown;no
39;blue-collar;divorced;unknown;no;528;yes;no;unknown;21;may;111;5;-1;0;unknown;no
29;blue-collar;married;secondary;no;246;yes;no;cellular;28;jul;194;5;-1;0;unknown;no
27;blue-collar;single;primary;no;-179;yes;no;cellular;15;may;54;2;-1;0;unknown;no
26;services;single;secondary;no;212;yes;no;cellular;15;may;144;2;352;1;other;no
39;entrepreneur;single;secondary;no;829;no;no;cellular;5;feb;336;1;-1;0;unknown;no
38;admin.;single;secondary;no;-211;no;yes;cellular;31;jul;166;2;-1;0;unknown;no
42;self-employed;married;tertiary;no;1430;yes;yes;unknown;20;jun;16;3;-1;0;unknown;no
42;blue-collar;divorced;primary;no;28;yes;no;cellular;8;may;213;5;-1;0;unknown;no
38;admin.;single;secondary;no;2329;yes;no;cellular;29;jan;261;1;-1;0;unknown;no
59;self-employed;married;tertiary;no;0;yes;no;cellular;23;jul;256;1;-1;0;unknown;no
57;blue-collar;married;primary;no;0;no;no;cellular;8;jul;237;3;-1;0;unknown;no
36;technician;married;secondary;no;129;yes;no;cellular;6;aug;64;2;-1;0;unknown;no
44;entrepreneur;divorced;tertiary;no;134;yes;no;cellular;12;may;78;5;-1;0;unknown;no
30;entrepreneur;married;tertiary;no;5;no;no;cellular;11;aug;126;2;-1;0;unknown;no
33;technician;married;tertiary;no;44;yes;no;cellular;21;nov;88;2;-1;0;unknown;no
36;management;married;tertiary;no;1790;yes;no;cellular;28;jun;132;3;392;2;other;no
40;management;divorced;tertiary;no;37;yes;no;unknown;16;may;412;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;110;yes;no;unknown;27;may;420;1;-1;0;unknown;no
57;management;divorced;secondary;no;23;no;yes;telephone;25;jul;330;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;199;yes;no;cellular;12;may;150;7;-1;0;unknown;no
38;management;married;tertiary;no;980;no;no;unknown;3;jun;662;5;-1;0;unknown;no
67;retired;married;unknown;no;696;no;no;telephone;4;may;77;2;-1;0;unknown;no
35;management;married;tertiary;no;0;yes;no;cellular;5;may;310;1;-1;0;unknown;no
38;technician;married;secondary;no;185;no;yes;cellular;29;aug;44;16;-1;0;unknown;no
45;technician;married;secondary;no;4466;yes;no;unknown;3;jun;110;1;-1;0;unknown;no
35;unemployed;divorced;tertiary;no;8903;yes;no;cellular;21;nov;336;6;-1;0;unknown;no
39;self-employed;married;secondary;no;4722;yes;no;unknown;17;jun;483;1;-1;0;unknown;no
38;blue-collar;married;primary;no;178;yes;no;unknown;20;may;245;1;-1;0;unknown;no
58;management;single;unknown;no;127;yes;no;unknown;9;may;244;5;-1;0;unknown;no
41;blue-collar;married;secondary;no;514;no;yes;telephone;15;jul;321;3;-1;0;unknown;no
37;management;married;tertiary;no;2672;yes;no;cellular;11;aug;549;1;-1;0;unknown;no
40;self-employed;single;tertiary;no;41;no;no;telephone;29;aug;104;2;-1;0;unknown;no
31;blue-collar;married;primary;yes;0;yes;no;unknown;27;may;159;2;-1;0;unknown;no
81;retired;married;primary;no;122;no;no;telephone;23;apr;201;1;-1;0;unknown;no
21;blue-collar;single;secondary;no;1385;yes;no;cellular;20;apr;12;5;-1;0;unknown;no
29;management;single;tertiary;no;2389;no;no;cellular;4;jun;277;3;-1;0;unknown;no
49;services;married;secondary;no;4300;yes;yes;cellular;8;may;134;1;256;6;failure;no
43;admin.;married;secondary;no;-879;yes;no;unknown;20;jun;199;4;-1;0;unknown;no
56;technician;married;secondary;no;264;yes;yes;cellular;7;may;639;2;280;5;success;no
56;retired;married;primary;no;556;yes;no;cellular;28;aug;102;4;-1;0;unknown;no
31;blue-collar;single;secondary;no;573;yes;no;telephone;5;feb;58;1;269;2;failure;no
54;services;married;primary;no;8;yes;no;cellular;14;may;143;1;-1;0;unknown;no
32;management;married;tertiary;no;500;yes;no;unknown;27;may;24;1;-1;0;unknown;no
45;services;married;secondary;yes;144;no;no;cellular;18;jul;95;8;-1;0;unknown;no
50;admin.;married;secondary;no;238;yes;no;cellular;12;aug;216;5;-1;0;unknown;no
34;blue-collar;married;primary;no;46;yes;yes;unknown;19;may;165;1;-1;0;unknown;no
36;management;married;tertiary;no;635;yes;no;cellular;18;jul;359;1;-1;0;unknown;no
48;retired;divorced;primary;no;666;yes;no;cellular;15;may;10;5;-1;0;unknown;no
39;technician;single;unknown;no;0;yes;no;unknown;7;may;130;1;-1;0;unknown;no
29;services;married;tertiary;no;0;yes;no;unknown;4;jun;113;2;-1;0;unknown;no
39;management;married;primary;no;13;no;no;unknown;2;jun;59;4;-1;0;unknown;no
73;retired;married;primary;no;1388;no;no;telephone;25;oct;254;1;97;6;failure;no
54;technician;divorced;secondary;no;1114;yes;no;cellular;30;jan;81;1;-1;0;unknown;no
31;unemployed;married;primary;no;-63;yes;no;unknown;20;may;657;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;1981;yes;no;cellular;22;jul;437;2;-1;0;unknown;no
43;self-employed;married;tertiary;no;4324;yes;no;unknown;19;jun;105;1;-1;0;unknown;no
28;blue-collar;married;primary;no;278;yes;yes;telephone;15;may;31;9;373;4;other;no
31;admin.;single;tertiary;no;253;yes;no;cellular;13;may;82;5;355;4;failure;no
48;management;single;tertiary;no;648;yes;no;cellular;18;nov;290;1;110;2;failure;no
43;housemaid;married;primary;no;0;no;yes;cellular;17;nov;836;1;129;2;failure;no
54;retired;married;primary;no;0;yes;no;unknown;13;may;106;1;-1;0;unknown;no
60;blue-collar;married;primary;no;1138;yes;no;cellular;28;aug;116;4;-1;0;unknown;no
30;self-employed;married;tertiary;no;1050;no;no;cellular;21;nov;58;2;-1;0;unknown;no
38;services;divorced;secondary;no;904;yes;no;cellular;16;apr;361;1;339;1;failure;no
29;services;married;secondary;no;0;yes;yes;cellular;6;may;315;1;281;15;other;no
30;technician;single;secondary;no;148;yes;yes;cellular;15;may;115;5;-1;0;unknown;no
31;services;married;secondary;no;0;no;yes;cellular;21;nov;208;1;-1;0;unknown;no
29;admin.;single;secondary;no;428;yes;yes;cellular;7;may;54;1;345;2;failure;no
28;blue-collar;single;primary;no;643;yes;no;unknown;15;may;297;1;-1;0;unknown;no
